,key,gender,age_range,language,dialect,sampling_rate,file_type,mic_type,recording_software
2637,anonymous-20090917-mvg,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2638,anonymous-20140102-apa,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2639,patyork-20150307-wmt,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2640,LAVEENAZ-20100516-gpj,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2641,anonymous-20120116-kkk,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2642,anonymous-20141010-hae,Male,Youth,EN,New Zealand English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2643,anonymous-20091204-akz,Male,Adult,EN,Other,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2644,lindavg-20081007-ovc,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2645,RedCisc-20090626-npp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2646,ESimpray-20150125-ndx,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2647,rortiz-20160226-lfo,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2648,alec-20090912-hhr,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2649,anonymous-20091209-hpc,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2650,ShingoTamai-20080918-wkt,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2651,anonymous-20100120-cpx,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2652,anonymous-20111124-bej,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2653,anonymous-20131218-rfa,male,adult,EN,Indian English,48000,wav,unknown,VoxForge Speech Submission Application
2654,camdixon-20130819-wve,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2655,anonymous-20081120-knf,Male,Youth,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2656,jlrice9673-20090623-dfl,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2657,cj5-20090115-cjo,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2658,anonymous-20080906-zwn,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2659,anonymous-20090514-lnt,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2660,anonymous-20170601-drz,Please Select,Please Select,EN,Please Select,48000,wav,Please Select,VoxForge Speech Submission Application
2661,cyteen-20130524-knu,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2662,anonymous-20101217-czq,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2663,lindavg-20081007-snd,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2664,farmerjack-20080918-afe,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2665,crxssi-10112006,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity rel 1
2666,chrisspen-20120826-uff,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2667,ola-20101130-rqa,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2668,anonymous-20120214-hmf,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2669,anonymous-20091208-ijp,male,adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
2670,anonymous-20100219-nby,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2671,greekenglish-20091229-rcc,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2672,bugsysservant-20091104-jed,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2673,pcsnpny-20150303-vbm,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2674,anonymous-20100719-bon,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2675,anonymous-20110709-hjc,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2676,rortiz-20121214-ltw,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2677,anonymous-20081109-jtu,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2678,dremp-20080116-zsb,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2679,Joey-20100411-ulh,Male,Youth,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2680,khoi2401-20121024-ncb,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2681,anonymous-20110503-yro,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2682,anonymous-20101108-asx,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2683,akiplaner-20100215-dpf,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2684,ColinBeckingham-20100128-pgk,Male,Senior,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2685,anonymous-20081010-uhe,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2686,EagleX-20071225-npo,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2687,anonymous-20150509-alq,Please Select,Please Select,EN,Please Select,48000,wav,WebCam mic,VoxForge Speech Submission Application
2688,anonymous-20080630-lhi,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2689,tsmock-20120722-hnt,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2690,closet-20080526-fex,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2691,ralfherzog-20070825_vf22,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
2692,anonymous-20091103-nvh,Male,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2693,Dcoetzee-20110429-hvo,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2694,anonymous-20091001-auy,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
2695,anonymous-20090121-uax,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2696,anonymous-20131025-rfg,male,youth,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
2697,frankthetank-20141029-atc,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2698,tsmock-20120719-ccb,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2699,patb-20171106-bmw,Male,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2700,anonymous-20100824-jrq,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2701,ackermann-20101216-bpv,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2702,robertburrelldonkin-200709011-vf14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2703,anonymous-20110129-gwr,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2704,farmerjack-20080828-atg,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2705,anonymous-20120206-kjs,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2706,farmerjack-20080915-lws,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2707,sharavsambuu-20110126-uke,Male,Youth,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2708,anonymous-20120226-czq,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2709,farmerjack-20080829-lbh,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2710,anonymous-20091030-jmb,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2711,anonymous-20150201-bmx,Male,Adult,EN,Other,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2712,royerfa-20080305-trn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2713,seanchan-20090715-nlm,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2714,anonymous-20100821-isu,Male,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2715,anonymous-20130225-zjy,Male,Youth,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2716,pcsnpny-20150314-qwy,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2717,dw96-20110606-atg,Male,Adult,EN,European English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2718,anonymous-20090711-eod,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2719,anonymous-20141225-qyl,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2720,farmerjack-20080915-khz,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2721,anonymous-20120719-uja,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2722,anonymous-20080329-oxi,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2723,Catbells-20111013-wzy,Female,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2724,mahasamoot-20070718-cc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2725,robertburrelldonkin-20070904-vf2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2726,pcsnpny-20150303-pgl,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2727,anonymous-20171019-weg,Female,Adult,en,American English,48000,wav,Laptop Built,standalone VoxForge speech submission application
2728,anonymous-20130413-lye,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2729,anonymous-20120423-liq,male,adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2730,arvala-20110103-nlb,Male,Adult,EN,Indian English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2731,rortiz-20100209-cys,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2732,RG-20130311-oty,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2733,Rain-20120720-kty,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2734,juan-20091128-uih,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2735,lindavg-20081007-oyi,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2736,anonymous-20121113-lln,Male,Senior,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2737,EFLwithErika-20120719-doe,Female,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2738,Joshua-20110325-yze,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
2739,pcsnpny-20150326-szb,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2740,Rain-20120720-atw,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2741,tsmock-20120716-ysn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2742,lindavg-20081007-heh,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2743,mdm-20080822-dfo,Male,Youth,EN,Other,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2744,glenn-20080119-uwj,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2745,topherfangio-20080604-jvb,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2746,netjunki-20081204-orf,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2747,anonymous-20080119-jca,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2748,Jelbert-20101129-yao,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2749,glenton-20090924-plp,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2750,bhart-20100106-kab,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2751,k-20090202-svq,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2752,halflite-20140604-odw,Male,Adult,EN,British English,48000,wav,Other,VoxForge Speech Submission Application
2753,anonymous-20100217-fjz,male,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
2754,ts87-20090126-gzh,Male,Adult,EN,New Zealand English,48000,wav,Headset mic,VoxForge Speech Submission Application
2755,anonymous-20141225-ohr,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2756,ts87-20090126-wns,Male,Adult,EN,New Zealand English,48000,wav,Headset mic,VoxForge Speech Submission Application
2757,EricHedekar-20140509-llu,Male,Adult,EN,Canadian English,48000,wav,Studio mic,VoxForge Speech Submission Application
2758,GaylandGGump-20141207-msr,Male,Please Select,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2759,mahasamoot-20070719-rp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2760,denis-20100110-onf,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2761,anonymous-20120607-ylp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2762,k-20090202-dty,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2763,anonymous-20141005-wek,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2764,topherfangio-20080604-xmp,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2765,paddy-20080911-txn,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
2766,robertburrelldonkin-200709011-vf13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2767,evangelosrekl-20110622-hao,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2768,pcsnpny-20150204-mkj,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2769,marcelpost-20080814-awi,Male,Adult,EN,European English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2770,framerjack-20080915-pit,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2771,frankx-20120105-qcy,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2772,pseudoanime-20120830-ppf,Female,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2773,dave-20090801-bmc,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2774,farmerjack-20080918-uwr,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2775,ruedigerfreemailru-20100209-bwe,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2776,Firefox005-20100820-xye,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2777,Ken-20110104-gry,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2778,mfread-10112006-7,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity rel 1
2779,anonymous-20110111-oex,Male,Youth,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
2780,corno1979-20081220-idl,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2781,farmerjack-20080915-xju,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2782,anonymous-20100926-ldr,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2783,topherfangio-20080604-fvf,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2784,GaylandGGump-20141207-why,Male,Please Select,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2785,oeginc-20080228-ezk,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2786,jlrice9673-20090622-nop,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2787,craniumonempty-20100314-lmc,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2788,bonzer-20090919-eca,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2789,anonymous-20140601-irn,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2790,Flowerbot-20111128-oot,Female,Adult,EN,Australian English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2791,anonymous-20111017-svc,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2792,anonymous-20101026-tpv,Male,Adult,EN,Other,48000,wav,Studio mic,VoxForge Speech Submission Application
2793,bjb-20120217,female,N/A,EN,Canadian English,N/A,FLAC,desktop mic,Audacity rel 1
2794,spych102-20120324-fyd,Male,Adult,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2795,FrozenFire-20080827-cnj,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2796,bua-20120218-vse,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2797,jcwill-20131104-shn,Male,Senior,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2798,anonymous-20150112-snd,Please Select,Please Select,EN,Please Select,48000,wav,Please Select,VoxForge Speech Submission Application
2799,grigi-20150812-glw,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2800,anonymous-20081116-xvn,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2801,paddy-20080911-bop,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
2802,osaple-20100701-iqt,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2803,ColinBeckingham-20100118-vib,Male,Senior,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2804,geon-20080517-bna,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2805,jonvk-20120917-zmo,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2806,H2CO3-20120122-sla,Male,Youth,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2807,kmitch-20100603-cip,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2808,anonymous-20130604-fuo,Male,Senior,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2809,anonymous-20130507-gum,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2810,bebe-20100421-xjv,Female,Adult,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2811,almotter-20110721-yaa,Female,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2812,anonymous-20100528-zvo,Male,Adult,EN,Other,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2813,nholling-20091015-cbt,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2814,anonymous-20110111-zkl,Male,Youth,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
2815,k-20090202-hrd,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2816,tomhannen-20080410-ynw,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2817,teeks99-20090430-cmk,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2818,robin-20070330-vf17,male,N/A,N/A,British English ,N/A,wav,N/A,Audacity rel 1
2819,armond-20121229-wca,Male,Adult,EN,Other,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2820,spych102-20120324-rnm,Male,Adult,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2821,anonymous-20121112-qad,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2822,mirko-20120128-ssf,Male,Adult,EN,Other,48000,wav,WebCam mic,VoxForge Speech Submission Application
2823,anonymous-20110301-lkm,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2824,emad-20131217-frz,Male,Youth,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2825,raghuraman-20090512-enq,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2826,Ronin-20080326-aca,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2827,pcsnpny-20150322-box,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2828,anonymous-20091215-jjn,male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2829,grigi-20150812-wxk,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2830,anonymous-20080413-dto,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2831,Ertain-20170122-hdh,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2832,AndreyBarrientosCostaRica-20130709-ukl,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
2833,pcsnpny-20150317-dpx,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2834,bjb-20120210,female,N/A,EN,Canadian English,N/A,FLAC,desktop mic,Audacity rel 1312
2835,camdixon-20141207-anc,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2836,daos-20100309-cad,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2837,proffles-20080627-vjc,male,adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2838,Mariane-20090908-sxp,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2839,Andy212380-20141016-lzl,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2840,anonymous-20101111-rpe,Male,Senior,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2841,pcsnpny-20150303-xhv,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2842,haddow777-20100217-lmx,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2843,jrutley-20100820-wze,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2844,anonymous-20100111-mre,Male,Adult,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2845,Kyton-20081201-tvr,Male,Adult,EN,Canadian English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2846,grigi-20150812-swr,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2847,anonymous-20091220-kcz,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2848,unbridledrage-20090106-toy,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2849,anonymous-20140107-frd,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2850,farmerjack-20080917-fxy,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2851,mudbric-20120202-pwn,Female,Youth,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2852,Ertain-20140808-kai,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2853,mgmiller-20080319-srh,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2854,anonymous-20090501-jnl,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
2855,anonymous-20141201-vaf,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2856,anonymous-20081225-afe,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2857,kenanbit-20140130-kvw,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2858,anonymous-20140601-gxh,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
2859,anonymous-20100106-vyf,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2860,anonymous-20100226-ira,Male,Youth,EN,Irish English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2861,pcsnpny-20150204-ntd,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2862,pcsnpny-20150317-pah,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2863,anonymous-20141227-cgo,Female,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2864,lindacrisan-20091116-cgx,Female,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2865,anonymous-20110116-vux,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
2866,jyuter-20130227-dfe,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2867,Rain-20120720-ktd,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
2868,fate-20090311-urp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2869,jcsalomon-20120319-mye,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2870,Jay1853-20140409-dxy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2871,evangelosrekl-20110622-uem,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
2872,mrteye-20130906-adv,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2873,GaylandGGump-20141207-ksv,Male,Please Select,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2874,rwtobey-20081023-vtw,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2875,anonymous-20100820-hew,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
2876,Dra-20150325-xcm,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
2877,anonymous-20130409-hrd,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2878,anastaciaeg-20090122-edg,Female,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
2879,bjb-20120226,female,N/A,EN,Canadian English,N/A,FLAC,desktop mic,Audacity rel 1
2880,anonymous-20100106-kwb,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
2881,ridgey-20080620-zrx,unknown,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2882,anonymous-20120202-wod,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
2883,lsparrish-20120806-zaw,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2884,tomhannen-20080411-sbn,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2885,anonymous-20101125-xog,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2886,anonymous-20090606-whl,Female,Youth,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
2887,anonymous-20081109-ekk,Male,Youth,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
